title,release_date,runtime,original_language,overview,poster_path,genres,production_companies,production_countries,spoken_languages,keywords
Tawaif,01-01-1985,160,hi,A courtesan accidentally comes to the house of a humble man and lives in the civil society without revealing about her profession. She falls for the man but her past forbids a union between them.,/7zTgQk14dPITZARa3rVB6pOZjCn.jpg,,,,Hindi,
Gola Barood,31-08-1989,0,hi,"After inspector Mahendra Nath is killed by criminal elements; his son Vijay takes admission as deputy jailer with the intention of reforming criminals so that he can fade way crime from his country. He is shocked to meet one of his truck-driver friend, Shambu who now turn an inmate with a record of going in-and-out of jail often. Vijay then vows to investigate as to how the kind-hearted man he know become a hardcore criminal.",/tR3AmnBaKy3Zc8oz9cdtXlQUST9.jpg,,,India,Hindi,
Smuggler,12-01-1996,0,hi,"Ajith Singh gives up his life as a smuggler for the sake of his son. However, things take a turn when he crosses path with another smuggler, who kills his son's headmaster.",/zrhmn7AuhxXBkuNmxLusb3sNo9S.jpg,,,,,
Sargam,31-12-1950,135,hi,Sargam is a 1950 Bollywood family drama film directed by P. L. Santoshi and starring Raj Kapoor.,/ySgTqKxUE3LSQpJoYkxH4P7rc4h.jpg,"Family, Drama","Filmistan Studios, Sasadhar Mukherjee Productions",India,Hindi,
Bandhan Kuchchey Dhaagon Ka,01-01-1983,0,hi,"Prem Kapoor is a businessman who lives in a small town with his wife, Bhavna, who is a Judge, and two children, Sunil and Babli. One Sunday, he gets a visitor by the name of Prakash Dutt, who has brought a letter from a woman named Sneh who lives in Bombay, has known Prem for the last seven years, and wants to urgently meet with him. Prem departs for Bombay, meets with Sneh and finds out that he is the father of a seven year old boy, Bittu, who is Sneh's son, as a result of intimacy shared between them over seven years ago. Sneh has been diagnosed with cancer and is not expected to live long, she wants Bittu to be taken care of, and Prem agrees to do so. He takes Bittu home with him, while Sneh goes to America for treatment. It is here that Prem will be confronted by Bhavna on one hand, his children on the other, and a blackmailer who wants a huge sum of money to keep the truth about Sneh and Prem's affair from Bhavna and the children.",/dAWP9V3nMZLxSdlLvW50kABPypX.jpg,Romance,,India,Hindi,
Sutradhar,31-01-1987,124,hi,"Prerna is the only daughter of the local school's headmaster. She gets to meet her childhood friend, Kumar, who is now one of the teachers at the same school. Prerna is attracted to Kumar, and admires his courage and determination to stand-up against the local and cruel zamindar, who had severely beaten-up Kumar's father several years ago. Soon both get married. Kumar is ambitious, and wants to become the head of this town. He organizes his campaign and successfully gets himself elected, not without creating some enemies. After this election, Kumar keeps busy with his new-found duties, but Prerna notices a change in him - as he is fast becoming the man he hated the most - the former zamindar.",/nRUW5xFeG6byTsgoKgLLietZOvT.jpg,Drama,,India,"Marathi, Hindi",
Say Yes to Love,16-03-2012,115,hi,"In his youth, Vijay is pressured into going to a brothel with schoolmates. An older woman humiliates him, setting up fear of women and years of nightmares. His widowed father hopes to ease his pain by hiring another woman to break down his walls.",/bPpH4kgBdgbl4v6NnwTEcsx6CVW.jpg,Romance,,,"Hindi, English",
Plot No. 666,17-11-2015,96,hi,Jayasaptagiri Productions in association with Pen & Camera International presents a Psychotic Brothers Film.,/cBiNaaNmoGOJDEBMAzC331GAurr.jpg,,,,,
Meri Adalat,13-01-1984,132,hi,A tough cop's life is torn apart after his sister and her lover are brutally murdered. He then decides to take the law into his own hands in order to seek justice for his sister.,,"Action, Thriller",,India,Hindi,
Khoon Ka Karz,01-03-1991,0,hi,"Three orphans are arrested for committing multiple crimes. During their trial, they start recounting the story of the lives and how tough times forced them into a life of crime.",/nLMgiHQpolmxJsJ7bXtrBjyj6mC.jpg,,,India,Hindi,
Bhakta Pralhad,01-01-1926,5,hi,"Drawn from the Vishnu Purana, this legend tells of Prahlad, the son of the demon tyrant Hiranyakshapu. Prahlad disobeys his father by worshipping the latter's hated enemy, Vishnu. He undergoes tortures, including being burnt in oil, trampled beneath an elephant and poisoning, until, finally, Vishnu appears from a pillar in his Narasimha guise to overwhelm the demon.",,"History, Drama",,India,,
Bhagyawan,10-12-1993,136,hi,"When Dhanraj's sister is impregnated by his boss, Dhanraj wants them to marry, but the boss refuses, leading to the sister killing herself out of shame, and Dhanraj is subsequently fired. He decides to kill himself as well, along with his entire family, but on the way to the suicide spot they stumble upon a winning lottery ticket.",/xrsZyiNDjm2hL2RLCsdvndlMJmx.jpg,"Action, Drama, Comedy",,India,Hindi,
Kalighaat Fetish,01-01-1999,22,hi,"The film attempts to negotiate with the duality that is associated with the ceremonial veneration of the Mother Goddess Kali. It ruminates on the nuanced transness that is prevalent, in the ceremonial performance of male devotees cross dressing as Kali. This is interwoven with grotesque elements of a sacrificial ceremony, which forms a vital part of the worship of the Goddess.",/aWrre14yMSa6LucU9dKcMrzOM6X.jpg,,,India,Hindi,
Something Like a War,01-01-1991,63,hi,"An examination of Indiaü??s family planning program from the point of view of the women who are its primary targets. It traces the history of the family planning program and exposes the cynicism, corruption and brutality which characterizes its implementation. As the women themselves discuss their status, sexuality, fertility control and health, it is clear that their perceptions are in conflict with those of the program.",/bAFXORCPalz8kNaM2k6HHM8Myxf.jpg,Documentary,,India,"English, Hindi",woman director
Shola: Fire of Love,01-01-2004,111,hi,"Anu finds out that her daughter, Pooja, is spending too much time with her boyfriend, Rahul, than on college studies. She confronts her, but Pooja refuses to heed her warnings. Then one night Pooja returns home bruised and battered, claiming that Rahul has been killed and she has been brutally raped by three men. Anu's efforts to file a police complaint are in vain, and Pooja is hospitalized. It is here that she will find out that her life mirrors that of her mother, while her assailants will attempt to silence her forever.",,"Romance, Crime, Drama",,,Hindi,
Shaadi Ka Laddoo,23-04-2004,0,hi,"Shomu and his wife Meenu are happily married with two kids. Shomu decides to travel to Britain for business reasons, as well as to meet his old friend, Ravi Kapoor.",/tFUpkpEj7WHvAyTMhzzhFkrNtGc.jpg,Comedy,,India,Hindi,
Wafadaar,01-09-1985,0,hi,A 1985 Hindi movie.,,,,India,Hindi,
Bewafai,20-09-1985,0,hi,"Asha's jealousy gets the better of her when she finds out that the man she loves, Ashok, is showering attention to Vinny, a woman Asha beats up later, and Renu, a woman who has a cognitive disorder.",/dPKs4cL9WKDgb373tIwLEflE3Fe.jpg,"Romance, Drama",,India,Hindi,
Asli Naqli,13-10-1986,0,hi,A 1986 Hindi film. A couple were separated from their son at an early age. They know he has a locket around his neck with which they hope to one day find him again.,/qqlh0cdIVpYjtD7G2unwgvxWhHR.jpg,,,India,Hindi,
Bhrashtachar,22-11-1989,0,hi,"Journalist Bhavani intends to expose and bring to justice a corrupt politician who pretends to be a social worker. However, she soon finds herself trapped in a web of conspiracies.",/gSptJWN9w1siQnUIna8b1MHI30G.jpg,"Action, Crime, Drama",,India,Hindi,
Samar,27-02-1999,126,hi,"In a small village in Madhya Pradesh, two different communities fight over a water pump installation. When a member of one of the communities, Nathu (Kishore Kadam) decides to protest against a decision he feels is unjust, he angers the local land owner, who decides to impose economic sanctions on the community in an effort to starve them out of the village. When Nathu's house is burned down in mysterious circumstances, Nathu seeks the comfort of a temple, and prays for a solution. Instead he finds himself abused and beaten by the land owner for breaking a rule that bans members of Nathu's community from entering the temple. It later emerges that the situation in the area is being used as a plot for a film made in Bombay, however characters featured in the film are misrepresented, which leads to tension on the set and eventually violence spills.",,Drama,National Film Development Corporation of India,India,Hindi,
Ye Stupid Pyar,09-12-2011,107,hi,Abhishek (Jatin Khurana) back from his high profile MNC job in US for two weeks meets salsa instructor Neha (Noopur Patwardhan) at a gym. It's love at first sight for him. They soon get married and plan to move to America. But Neha emotionally blackmails him into moving to Bangkok instead. Once they reach Bangkok Neha leaves Abhishek for her boyfriend. A heartbroken Abhishek goes on to take help from his college best friend Simran (Akansha Shivhare) to find the run-away bride.,/vOwinh7JTdQF9QXDVSOINVJtfGz.jpg,,,,,
Anand Mahal,01-01-1977,0,hi,Bollywood 1977,,,,,Hindi,
Funtoosh,01-01-1956,118,hi,"Ram goes crazy after death of his mother and sister, once released from mental hospital comes across Mr Kirorimal who insures him and wants him dead for the money. However Ram ends up marrying his daughter.",/gj77sHJPpArt7tw76Gl7WgRpLwR.jpg,"Comedy, Drama",Navketan Films,India,Hindi,
Coffee Bloom,06-03-2015,90,hi,"Dev, though a self proclaimed wise man, finds comfort in being a loser, having given up on life as a result of a love gone wrong. A life changing event takes him on a journey to a coffee plantation.",/5t1Jo756cbUvqCUJFOPvkXwiwct.jpg,"Drama, Romance",Speaking Tree Pictures,,,
Trikon Ka Chauta Kon,01-01-1986,0,hi,"Manisha is in a live in relationship with a married man Prakash. However, she does not want to break Prakash's marriage with Anuradha. Anuradha also finds her marriage unhappy. Prakash wants both, his marriage and relationship with Manisha. The fourth angle of this triangle is the tussle between tradition and free will, which stops individuals to do what they actually want.",,,,India,Hindi,
Mohan Joshi Hazir Ho!,01-01-1984,130,hi,"An old couple, Mohan Joshi and his wife, sues their landlord for not maintaining their 'collapsing' apartment building. For this, they hire two cunning lawyers. The court case drags on for years and the lawyers milk the old couple dry, while they become rich. Back home in the society, the old couple is ridiculed for fighting the landlord, but they fight on nevertheless.",/jzEGyqiZ8fgvMAFXQEdObihvzY4.jpg,Drama,Saeed Akhtar Mirza Productions,India,Hindi,
Sangdil,28-11-1952,150,hi,"A loose adaptation of Charlotte Bronte's classic, Jane Eyre. In this version childhood sweethearts are separated and grow up in different worlds. The girl is brought up to be a 'pujaaran' (priestess) while the boy grows up to be a dejected 'thakur', turned vindictive by life's injustices. Fate inevitably brings them together at a later juncture, and all seems happy and perfect for the young couple, until she discovers his deep, dark secret.",/4GZWh21t0NZ0BfV7wqOUshmT6xY.jpg,Drama,,India,Hindi,
Sindbad Alibaba and Aladdin,01-01-1965,0,hi,,/yPb2HGuYrBaePgCqx06xQTOKtLc.jpg,"Adventure, Fantasy",,"Japan, India",Hindi,"mythology, musical"
LUV... Phir Kabhi,12-12-2014,145,hi,Everybody wants love without knowing the facts of life,/2TFOZ5oKgy6H9gykb3KFMgxvAml.jpg,,,,,
Paap Ko Jalaa Kar Raakh Kar Doonga,24-09-1988,0,hi,"Bachelor Shankar Saxena lives with his elder brother, Chief Engineer Vinay, his wife, Kavita, and their daughter of marriageable age, Pooja. Shankar is an undercover CBI Officer, a fact that was hidden from the rest of the family, until only recently. Vinay would like Pooja to get married to Deepak Malhotra, who works in his office, and is quite unaware that Deepak and Pooja have already met and are very much in love. Although Deepak comes from a poor family, and lives with his widowed and blind mother, Vinay does not foresee this as a problem. Then suddenly things change dramatically when Vinay suspects Deepak of accepting bribes from a corrupt builder named Shaadilal, fires Deepak, pending a police investigation. And to make matters worse, Shankar too is aware of Deepak - not as a groom for his niece, but as a suspect for murder!! But before he could arrest Deepak, he must execute a warrant for the arrest of none other than Vinay himself.",/pMAf0PfuZkp9nqHrdLKocefQG7a.jpg,"Action, Drama",,,Hindi,
